aX,aY,aZ,gX,gY,gZ
0.951,-0.766,1.336,28.931,4.578,7.629
0.989,-0.985,1.554,30.396,30.457,29.419
0.987,-1.05,1.718,29.175,67.993,60.486
0.977,-0.953,1.771,36.987,113.892,94.055
0.939,-0.793,1.811,58.655,160.706,120.728
0.882,-0.848,1.862,96.802,205.078,137.939
0.773,-1.15,1.818,121.094,248.657,156.25
0.675,-1.244,1.744,99.06,288.574,189.514
0.547,-1.071,1.767,61.34,322.388,238.403
0.391,-0.86,1.717,70.679,359.192,291.077
0.196,-0.581,1.534,116.638,392.761,330.627
0.014,-0.175,1.326,153.992,417.908,356.445
-0.088,0.196,1.06,176.88,437.012,369.446
-0.185,0.513,0.774,183.533,450.134,369.141
-0.238,0.79,0.513,167.847,455.994,360.596
-0.274,0.968,0.233,143.066,458.618,342.163
-0.322,1.092,-0.06,121.155,456.116,317.81
-0.359,1.183,-0.314,106.75,445.068,289.49
-0.364,1.232,-0.514,100.22,424.683,257.812
-0.384,1.234,-0.689,102.905,396.301,225.281
-0.432,1.207,-0.854,89.111,363.525,196.045
-0.463,1.207,-1.039,55.969,328.552,170.776
-0.473,1.2,-1.237,24.414,288.635,147.461
-0.473,1.2,-1.399,3.113,241.394,126.648
-0.478,1.187,-1.495,-3.662,187.256,109.314
-0.49,1.158,-1.531,0.061,129.517,93.628
-0.482,1.135,-1.499,5.676,72.266,76.599
-0.457,1.118,-1.424,4.028,19.653,61.829
-0.463,1.068,-1.337,1.343,-27.771,54.688
-0.448,1.017,-1.223,-3.601,-70.251,44.861
-0.42,1.005,-1.097,-9.766,-106.323,36.133
-0.389,1.02,-0.977,-12.817,-134.46,28.625
-0.354,1.059,-0.877,-13.611,-155.518,19.287
-0.314,1.098,-0.791,-13.672,-170.593,6.592
-0.255,1.119,-0.723,-12.695,-181.335,-9.155
-0.199,1.13,-0.662,-11.902,-189.209,-27.222
-0.133,1.141,-0.619,-10.986,-194.275,-46.509
-0.082,1.133,-0.59,-10.132,-197.998,-67.566
-0.033,1.114,-0.574,-10.376,-201.965,-90.027
0.017,1.084,-0.577,-14.648,-206.848,-112.61
0.069,1.057,-0.594,-23.499,-213.806,-133.85
0.095,1.028,-0.603,-35.522,-225.098,-154.175
0.127,0.992,-0.62,-48.34,-238.22,-174.194
0.154,0.964,-0.603,-63.232,-260.193,-193.42
0.168,0.939,-0.564,-75.562,-287.537,-211.365
0.188,0.893,-0.509,-84.595,-317.383,-231.506
0.18,0.876,-0.349,-95.581,-354.797,-252.441
0.067,0.783,-0.003,-96.802,-395.142,-274.475
-0.052,0.552,0.363,-82.092,-426.514,-298.95
-0.1,0.277,0.733,-70.557,-440.735,-320.19
-0.126,0.069,1.133,-57.983,-439.087,-330.139
0.029,-0.052,1.465,-33.325,-411.621,-330.139
0.169,-0.1,1.592,15.015,-362.671,-327.82
0.272,-0.158,1.639,66.162,-316.711,-323.792
0.372,-0.393,1.769,88.623,-272.766,-321.045
0.553,-1.01,1.82,50.049,-227.051,-318.42
0.7,-1.555,1.68,-77.148,-182.983,-307.922
0.697,-1.777,1.548,-241.028,-144.104,-267.212
0.909,-1.621,1.453,-355.164,-114.38,-165.833
1.09,-1.09,1.455,-377.563,-101.074,-42.542
1.089,-0.479,1.314,-273.865,-84.778,45.349
1.004,-0.054,1.102,-117.737,-64.697,70.923
0.994,0.231,1.004,-9.46,-54.749,66.895
1.017,0.38,0.975,36.499,-50.354,44.861
1.017,0.403,0.96,38.147,-44.189,13.184
0.999,0.331,0.885,16.968,-31.067,-16.907
0.962,0.213,0.763,-7.751,-18.005,-39.734
0.941,0.093,0.658,-25.452,-12.085,-50.415
0.918,0.004,0.566,-39.429,-12.146,-49.927
0.874,-0.044,0.483,-57.739,-16.174,-43.762
0.828,-0.066,0.432,-78.369,-23.56,-36.255
0.793,-0.058,0.418,-91.248,-32.532,-29.236
0.784,-0.041,0.462,-86.548,-40.771,-25.269
0.783,-0.031,0.541,-68.359,-47.791,-26.978
0.772,-0.042,0.63,-47.18,-50.537,-33.386
0.775,-0.077,0.702,-30.579,-47.424,-42.847
0.787,-0.144,0.739,-18.311,-39.246,-51.758
0.81,-0.201,0.747,-10.376,-28.992,-56.641
0.836,-0.239,0.735,-3.845,-20.203,-56.458
0.852,-0.251,0.71,3.662,-13.916,-51.758
0.86,-0.233,0.689,8.789,-10.376,-43.213
0.869,-0.205,0.676,9.521,-8.667,-34.546
0.873,-0.175,0.66,6.104,-7.629,-27.344
0.872,-0.143,0.643,0.854,-6.531,-21.545
0.859,-0.123,0.62,-3.174,-6.592,-16.907
0.845,-0.102,0.609,-6.775,-7.751,-13.123
0.83,-0.089,0.608,-9.644,-9.644,-10.437
0.818,-0.072,0.622,-10.803,-11.108,-9.399
0.807,-0.06,0.634,-9.949,-11.963,-9.521
0.8,-0.047,0.651,-8.789,-12.085,-10.376
0.792,-0.053,0.674,-7.629,-10.742,-12.39
0.79,-0.095,0.699,-6.836,-8.423,-14.893
0.797,-0.145,0.704,-7.08,-5.188,-16.052
0.805,-0.17,0.698,-6.104,-1.587,-14.465
0.809,-0.169,0.686,-2.014,0.427,-10.071
0.808,-0.146,0.674,2.991,1.587,-4.7
0.806,-0.105,0.664,6.531,2.625,-0.793
0.805,-0.065,0.658,9.216,2.93,0.977
0.807,-0.042,0.655,9.338,3.296,1.465
0.808,-0.021,0.646,6.958,3.723,0.977
0.811,-0.009,0.638,4.028,4.517,0.061
0.81,-0.01,0.632,2.869,5.005,-1.282
0.809,-0.016,0.628,1.648,5.066,-2.991
0.81,-0.021,0.626,0.427,5.554,-4.822
0.806,-0.028,0.621,0.305,5.92,-6.348
0.801,-0.038,0.615,1.343,6.348,-7.935
0.799,-0.053,0.617,2.869,6.531,-9.277
0.796,-0.065,0.614,4.517,7.141,-10.01
0.792,-0.071,0.607,4.944,7.751,-10.437
0.794,-0.08,0.601,4.883,7.751,-10.681
0.794,-0.092,0.592,4.639,7.629,-10.498
0.797,-0.097,0.58,4.028,7.141,-9.583
0.801,-0.095,0.57,2.563,6.042,-8.057
0.805,-0.088,0.568,1.099,4.883,-6.47
0.808,-0.079,0.575,0.244,3.479,-5.371
0.81,-0.076,0.582,-0.427,2.625,-5.005
0.812,-0.07,0.589,-0.854,2.319,-5.005
0.813,-0.07,0.593,-1.16,2.563,-5.432
0.809,-0.083,0.591,-0.61,3.296,-6.531
,,,,,
1.109,-0.716,1.274,-3.967,38.269,-28.87
1.19,-0.812,1.409,-15.198,56.213,-19.409
1.202,-0.841,1.464,-12.085,78.796,-4.028
1.201,-0.789,1.526,8.24,105.103,14.465
1.171,-0.788,1.643,29.541,134.338,35.4
1.158,-0.999,1.913,38.635,169.556,54.749
1.161,-1.352,2.143,31.128,216.064,75.378
1.053,-1.414,2.17,16.968,274.231,110.413
0.852,-1.15,2.005,31.006,333.984,159.912
0.631,-0.749,1.722,85.083,379.15,207.581
0.454,-0.438,1.443,133.545,408.936,237.732
0.305,-0.3,1.005,135.193,429.81,246.033
0.226,-0.275,0.508,82.947,436.707,241.028
0.192,-0.305,0.136,8.179,426.514,235.168
0.161,-0.382,-0.129,-39.368,406.25,233.887
0.126,-0.446,-0.329,-42.969,381.226,239.685
0.1,-0.392,-0.458,-16.846,353.333,249.695
-0.089,-0.153,-0.639,23.682,325.195,259.644
-0.2,0.156,-0.861,69.275,297.485,258.545
-0.201,0.426,-0.948,114.807,264.954,241.272
-0.177,0.592,-0.959,157.715,230.896,217.896
-0.154,0.683,-0.904,177.429,196.899,199.89
-0.14,0.759,-0.887,158.875,163.33,189.392
-0.162,0.866,-0.912,110.107,131.897,182.495
-0.189,0.961,-0.964,60.486,104.126,173.279
-0.188,1.056,-0.994,27.222,78.125,158.508
-0.197,1.086,-0.982,16.357,54.749,137.207
-0.208,1.043,-0.945,18.677,35.4,112.671
-0.207,0.982,-0.907,22.522,20.386,89.539
-0.194,0.953,-0.894,24.353,7.996,71.411
-0.172,0.943,-0.911,24.292,-1.587,57.556
-0.153,0.977,-0.931,22.217,-11.841,47.119
-0.139,1.044,-0.935,19.958,-24.048,38.208
-0.142,1.094,-0.937,23.56,-37.231,27.71
-0.137,1.135,-0.94,24.719,-51.392,16.235
-0.127,1.184,-0.941,20.996,-66.772,4.578
-0.109,1.213,-0.921,15.442,-83.618,-7.629
-0.085,1.257,-0.883,10.071,-101.624,-22.156
-0.065,1.251,-0.839,6.958,-119.934,-39.917
-0.039,1.231,-0.805,2.686,-138.062,-59.021
-0.016,1.211,-0.761,-7.324,-156.799,-77.515
-0.003,1.171,-0.713,-19.409,-176.514,-94.604
0.026,1.114,-0.628,-32.898,-196.899,-110.352
0.063,1.042,-0.517,-42.969,-218.079,-122.864
0.091,0.985,-0.407,-49.5,-236.572,-131.531
0.113,0.979,-0.299,-53.894,-250.916,-138.916
0.126,0.971,-0.174,-54.993,-262.146,-149.414
0.132,0.95,-0.062,-52.124,-273.621,-162.476
0.142,0.922,0.021,-45.471,-279.48,-178.223
0.152,0.906,0.103,-36.804,-281.799,-197.693
0.15,0.863,0.173,-20.264,-285.95,-218.811
0.151,0.802,0.287,-1.587,-289.429,-240.967
0.12,0.712,0.415,17.273,-288.147,-265.32
0.191,0.646,0.463,43.274,-284.912,-293.762
0.133,0.471,0.494,50.842,-271.362,-320.74
0.141,0.294,0.631,40.405,-250.122,-339.844
0.169,0.002,0.876,33.569,-238.892,-356.873
0.268,-0.283,1.183,33.386,-227.112,-369.324
0.38,-0.542,1.226,45.959,-187.378,-367.126
0.491,-0.781,0.946,40.771,-133.85,-351.074
0.491,-0.73,0.827,-20.203,-106.75,-324.036
0.458,-0.655,0.762,-68.542,-102.173,-298.889
0.539,-0.899,0.792,-92.468,-112.549,-286.377
0.529,-1.324,0.959,-125.854,-140.015,-257.446
0.637,-1.477,1.078,-170.959,-148.254,-191.833
0.725,-1.409,1.229,-215.149,-130.432,-161.682
0.934,-1.279,1.301,-193.665,-127.93,-116.455
1.004,-1.152,1.289,-120.3,-131.042,-82.764
0.899,-1.094,1.184,-52.185,-122.681,-55.908
0.834,-0.917,1.092,-25.574,-105.835,-24.17
0.787,-0.652,1.02,-23.254,-91.003,-1.282
0.87,-0.489,0.843,-19.348,-85.144,2.625
0.698,-0.405,0.944,-30.029,-112.366,-10.01
0.638,-0.363,1,-41.992,-125.122,-11.047
0.677,-0.39,0.998,-42.053,-100.037,-21.24
0.723,-0.51,0.979,-33.569,-80.688,-28.442
0.72,-0.587,0.956,-25.452,-65.796,-31.372
0.732,-0.624,0.912,-17.273,-51.819,-27.283
0.745,-0.62,0.895,-5.981,-41.016,-23.987
0.748,-0.639,0.911,4.761,-33.203,-22.156
0.791,-0.631,0.911,7.935,-27.649,-17.09
0.783,-0.576,0.92,7.568,-28.137,-10.742
0.791,-0.529,0.931,12.024,-28.992,-3.54
0.808,-0.487,0.945,15.991,-29.48,2.014
0.792,-0.46,0.97,20.752,-21.912,5.554
0.781,-0.428,0.975,20.569,-12.39,7.996
0.767,-0.394,0.945,11.536,-2.625,10.742
0.764,-0.37,0.892,-1.038,7.751,12.329
0.755,-0.362,0.845,-10.193,18.066,12.573
0.75,-0.358,0.804,-13.489,26.184,11.597
0.745,-0.363,0.757,-10.132,32.41,8.85
0.736,-0.376,0.729,-3.723,36.682,5.859
0.718,-0.384,0.678,2.747,39.917,3.357
0.703,-0.389,0.653,8.911,41.504,2.319
0.691,-0.381,0.615,14.465,41.687,3.418
0.689,-0.361,0.579,17.822,41.138,4.883
0.679,-0.334,0.567,16.846,38.513,5.615
0.668,-0.311,0.555,14.404,34.668,5.615
0.663,-0.29,0.544,11.719,30.823,5.676
0.67,-0.281,0.547,7.324,26.001,6.042
0.677,-0.262,0.532,1.465,21.606,6.958
0.683,-0.249,0.532,-1.587,16.663,7.874
0.688,-0.245,0.541,-2.319,11.719,7.69
0.693,-0.243,0.552,-3.479,7.751,6.531
0.701,-0.241,0.553,-4.272,5.005,5.188
0.706,-0.243,0.553,-4.211,2.747,3.296
0.711,-0.264,0.561,-2.38,0.549,1.282
0.719,-0.287,0.587,0,-1.343,0.427
0.732,-0.314,0.624,1.465,-2.991,0.549
0.74,-0.332,0.646,1.099,-3.174,1.831
0.75,-0.324,0.658,-0.427,-2.014,3.54
0.758,-0.303,0.671,-2.014,-0.916,4.761
0.761,-0.283,0.675,-1.343,0.061,4.822
0.759,-0.268,0.676,0.061,1.77,3.906
0.759,-0.263,0.673,0.916,4.089,1.709
0.759,-0.265,0.661,0.549,6.042,-0.244
0.756,-0.27,0.647,0.244,7.874,-1.221
0.753,-0.28,0.639,0.183,9.094,-2.075
0.746,-0.294,0.641,-0.488,10.01,-2.686
,,,,,
0.925,-0.908,1.113,19.836,20.386,-23.987
0.936,-0.952,1.147,30.212,42.603,-12.024
0.941,-0.902,1.164,39.734,64.575,2.869
0.943,-0.929,1.18,53.528,82.947,13.855
0.948,-1.06,1.343,65.918,100.159,23.499
0.938,-1.15,1.449,78.735,121.033,39.246
0.934,-1.213,1.449,94.604,148.804,60.303
0.925,-1.288,1.487,106.506,177.856,85.815
0.903,-1.477,1.653,120.361,207.031,117.065
0.878,-1.561,1.723,142.761,242.92,158.386
0.786,-1.375,1.65,164.185,284.851,210.144
0.6,-1.099,1.504,187.5,320.618,258.057
0.378,-0.84,1.325,203.003,343.933,292.053
0.223,-0.663,1.2,192.017,358.704,312.317
0.161,-0.631,1.075,174.561,369.08,323.364
0.102,-0.516,0.817,165.894,379.822,334.656
0.063,-0.296,0.556,162.964,385.437,349.121
0.034,-0.08,0.344,162.842,381.592,358.765
-0.127,-0.493,-1.05,126.282,366.394,360.413
-0.004,0.244,0.284,-62.561,318.909,375.977
-0.106,0.395,-0.111,-35.095,307.19,359.68
-0.141,0.6,-0.339,38.94,309.875,325.989
-0.352,1.157,-0.362,121.765,304.382,295.41
-0.218,1.212,-0.578,145.081,302.673,234.619
-0.196,1.127,-0.754,177.307,292.114,179.138
-0.204,0.923,-0.776,197.754,263.916,146.79
-0.221,0.794,-0.762,177.063,234.253,136.963
-0.262,0.835,-0.837,102.844,211.792,144.897
-0.322,0.934,-1.023,7.263,195.496,153.931
-0.36,1.029,-1.226,-68.42,175.415,150.818
-0.383,1.075,-1.383,-100.83,145.264,135.01
-0.396,1.018,-1.463,-82.764,107.727,112.61
-0.38,0.933,-1.405,-30.151,64.575,90.759
-0.36,0.907,-1.294,19.104,24.17,76.294
-0.344,0.953,-1.234,49.5,-7.08,66.65
-0.342,0.974,-1.211,68.481,-33.386,55.603
-0.329,0.986,-1.172,80.994,-59.265,44.189
-0.292,1.02,-1.112,89.294,-85.083,33.447
-0.25,1.04,-1.041,99.487,-107.361,21.484
-0.207,1.048,-0.968,101.807,-126.404,9.216
-0.172,1.057,-0.933,79.59,-141.113,-0.671
-0.137,1.135,-0.919,52.49,-153.748,-11.292
-0.103,1.211,-0.881,39.856,-168.64,-27.161
-0.066,1.219,-0.786,42.786,-185.12,-51.819
-0.025,1.159,-0.71,37.17,-199.707,-80.688
0.024,1.092,-0.639,22.095,-210.632,-107.727
0.076,0.997,-0.559,11.536,-220.337,-130.737
0.132,0.883,-0.503,1.038,-227.295,-150.391
0.157,0.771,-0.492,-13.672,-234.131,-164.551
0.18,0.689,-0.499,-42.48,-243.286,-173.767
0.185,0.647,-0.471,-79.529,-260.193,-178.162
0.176,0.615,-0.434,-111.389,-281.738,-179.565
0.164,0.576,-0.336,-135.315,-306.885,-179.077
0.169,0.538,-0.162,-151.245,-332.825,-176.514
0.182,0.521,0.063,-162.72,-353.821,-174.011
0.185,0.489,0.26,-175.476,-366.882,-171.57
0.248,0.512,0.535,-197.205,-373.657,-168.701
0.307,0.253,0.828,-203.43,-378.113,-168.335
0.529,0.379,1.244,-193.115,-373.962,-164.429
0.617,-0.016,1.461,-153.076,-345.215,-166.809
0.776,-0.032,1.444,-135.803,-297.974,-160.95
0.863,-0.059,1.283,-119.141,-247.192,-157.349
0.911,0.005,1.146,-110.718,-207.581,-152.71
0.96,0.069,1.073,-95.154,-177.002,-149.109
0.988,0.036,1.002,-63.171,-149.292,-150.513
0.998,-0.049,0.906,-31.982,-120.728,-152.71
0.992,-0.191,0.836,-17.029,-96.619,-148.926
0.979,-0.344,0.781,-18.738,-79.041,-135.498
0.984,-0.389,0.741,-32.043,-66.04,-113.098
1.004,-0.356,0.673,-43.274,-56.152,-88.501
1.021,-0.305,0.61,-48.645,-50.964,-66.833
0.927,-0.227,0.6,-58.411,-51.636,-50.72
0.94,-0.128,0.59,-61.951,-51.27,-35.767
0.95,-0.086,0.608,-60.547,-53.894,-31.433
0.968,-0.048,0.615,-62.744,-55.481,-29.907
0.983,0.01,0.622,-63.049,-54.749,-31.311
0.974,0.06,0.637,-54.81,-54.138,-36.987
0.977,0.086,0.655,-38.147,-54.321,-47.302
0.97,0.094,0.666,-20.142,-53.955,-60.059
0.955,0.082,0.667,-6.775,-52.124,-72.815
0.945,0.052,0.658,1.831,-49.622,-83.923
0.938,-0.003,0.646,6.775,-46.692,-92.041
0.935,-0.075,0.63,7.751,-43.518,-96.558
0.933,-0.155,0.623,5.127,-39.49,-96.13
0.925,-0.23,0.618,-1.282,-35.4,-91.309
0.921,-0.277,0.619,-11.169,-30.701,-81.909
0.904,-0.284,0.608,-21.423,-25.024,-70.129
0.89,-0.256,0.584,-30.762,-19.897,-59.021
0.881,-0.23,0.558,-37.659,-15.991,-50.842
0.87,-0.212,0.521,-40.283,-12.878,-46.021
0.865,-0.189,0.484,-38.818,-10.925,-43.274
0.858,-0.213,0.458,-33.813,-10.315,-42.664
0.842,-0.234,0.443,-26.367,-10.803,-43.64
0.834,-0.244,0.443,-20.264,-13,-42.358
0.839,-0.24,0.455,-17.883,-15.808,-39.856
0.84,-0.242,0.486,-15.869,-18.25,-37.903
0.853,-0.284,0.542,-13.062,-19.836,-36.316
0.871,-0.333,0.581,-11.292,-19.348,-33.63
0.872,-0.349,0.596,-10.376,-17.09,-29.175
0.879,-0.335,0.6,-7.568,-15.137,-23.804
0.88,-0.312,0.598,-2.93,-13.794,-18.921
0.879,-0.285,0.6,1.77,-12.451,-14.771
0.875,-0.249,0.608,4.944,-11.475,-11.353
0.875,-0.195,0.607,3.967,-9.949,-9.705
0.871,-0.165,0.597,0.732,-7.874,-10.742
0.871,-0.165,0.577,-1.953,-5.615,-13.306
0.85,-0.169,0.561,-4.517,-4.211,-16.235
0.851,-0.194,0.548,-5.432,-2.991,-19.287
0.859,-0.233,0.544,-4.883,-2.136,-22.034
0.859,-0.26,0.536,-4.211,-1.16,-22.583
0.856,-0.288,0.528,-3.479,-0.732,-21.24
0.86,-0.315,0.52,-1.831,-0.305,-18.616
0.861,-0.331,0.512,-0.366,-0.061,-14.709
0.865,-0.33,0.515,0.793,-0.061,-9.644
0.863,-0.312,0.517,1.404,-0.183,-4.089
0.853,-0.276,0.517,1.648,-0.061,0.122
0.848,-0.241,0.512,0.793,-0.244,2.075
0.851,-0.219,0.514,0.183,-0.671,2.686
0.847,-0.205,0.521,0.183,-1.038,2.136
,,,,,
1.027,-0.541,1.244,104.797,-15.625,-60.242
1.005,-0.624,1.291,117.493,-2.136,-59.448
0.958,-0.723,1.335,126.099,12.756,-54.382
0.99,-0.862,1.396,130.432,31.921,-46.814
1.057,-1.034,1.478,129.761,51.697,-34.973
1.077,-1.192,1.501,121.887,74.524,-14.893
1.025,-1.236,1.519,110.718,103.21,14.832
0.984,-1.267,1.571,114.502,135.681,51.697
0.96,-1.295,1.702,130.92,173.828,91.736
0.907,-1.365,1.781,151.489,220.276,133.179
0.755,-1.403,1.765,164.612,269.165,178.04
0.541,-1.28,1.767,177.002,317.2,225.037
0.306,-1.069,1.713,207.825,363.037,270.508
0.065,-0.83,1.548,251.221,405.823,314.331
-0.214,-0.598,1.344,278.076,438.11,352.478
-0.511,-0.349,1.045,280.151,458.313,379.517
-0.651,-0.106,0.801,267.761,466.736,397.766
-0.764,0.148,0.6,248.23,462.341,407.715
-0.865,0.411,0.404,233.887,459.412,401.672
-0.937,0.573,0.179,226.257,457.581,382.202
-0.99,0.719,-0.074,215.454,457.031,357.483
-1.027,0.849,-0.388,194.946,454.163,328.979
-1.05,0.949,-0.726,171.57,444.641,294.983
-1.092,1.058,-1.08,150.085,426.697,259.216
-1.096,1.142,-1.465,133.911,396.24,226.685
-1.081,1.238,-1.824,115.967,349.854,196.716
-1.057,1.329,-2.061,101.135,289.001,166.077
-1.008,1.32,-2.216,80.994,220.398,138.184
-0.977,1.308,-2.322,57.007,147.705,113.831
-0.905,1.272,-2.302,73.914,69.336,93.506
-0.82,1.202,-2.158,87.585,-4.211,79.712
-0.762,1.189,-1.963,61.523,-68.237,74.829
-0.713,1.213,-1.75,16.785,-123.535,70.923
-0.668,1.204,-1.545,-22.461,-170.837,61.401
-0.596,1.14,-1.345,-45.959,-213.135,46.021
-0.5,1.064,-1.144,-55.298,-249.634,27.893
-0.383,1.005,-0.939,-51.086,-280.64,9.216
-0.265,0.959,-0.736,-36.865,-305.664,-8.85
-0.136,0.906,-0.543,-19.165,-324.341,-28.503
0,0.85,-0.351,-3.174,-336.06,-48.218
0.137,0.792,-0.164,10.01,-339.6,-67.932
0.258,0.731,-0.016,17.517,-334.778,-84.595
0.366,0.646,0.105,17.09,-323.975,-96.313
0.465,0.584,0.176,7.935,-308.716,-101.99
0.545,0.57,0.235,-5.432,-291.687,-101.624
0.621,0.613,0.275,-14.709,-274.719,-98.877
0.712,0.698,0.314,-18.188,-258.728,-99.06
0.685,0.789,0.369,-12.878,-244.385,-105.286
0.739,0.829,0.369,-2.441,-223.755,-117.981
0.756,0.788,0.443,7.141,-210.327,-140.869
0.776,0.672,0.471,10.498,-193.726,-164.734
0.812,0.495,0.481,3.235,-175.415,-184.692
0.855,0.31,0.478,-11.414,-158.264,-197.144
0.9,0.152,0.437,-28.625,-140.869,-197.571
0.922,0.037,0.388,-44.8,-126.038,-187.805
0.942,-0.028,0.35,-57.861,-113.525,-169.006
0.961,-0.075,0.312,-66.467,-101.44,-144.897
0.96,-0.096,0.263,-73.303,-91.064,-118.896
0.957,-0.057,0.207,-83.252,-83.862,-93.262
0.948,0.004,0.159,-92.346,-80.688,-71.655
0.935,0.05,0.133,-95.703,-81.726,-56.091
0.926,0.087,0.14,-95.032,-85.388,-45.471
0.921,0.132,0.172,-90.393,-89.05,-39.795
0.919,0.173,0.208,-82.336,-90.759,-39.124
0.913,0.214,0.236,-72.754,-89.844,-43.579
0.903,0.228,0.277,-60.73,-87.28,-53.162
0.903,0.188,0.301,-46.021,-84.351,-65.857
0.906,0.103,0.313,-33.936,-80.688,-77.942
0.911,0.009,0.324,-26.855,-76.294,-84.839
0.917,-0.056,0.325,-23.987,-71.716,-85.083
0.92,-0.082,0.305,-25.94,-67.017,-79.773
0.917,-0.093,0.274,-29.358,-63.232,-72.021
0.915,-0.095,0.246,-30.701,-61.951,-62.805
0.906,-0.081,0.226,-32.166,-63.171,-53.711
0.893,-0.056,0.216,-34.851,-66.711,-45.349
0.886,-0.008,0.217,-39.124,-70.74,-38.879
0.879,0.039,0.217,-43.152,-74.829,-36.194
0.872,0.081,0.22,-44.617,-79.346,-38.086
0.864,0.107,0.23,-43.152,-84.473,-43.701
0.856,0.118,0.257,-40.405,-88.928,-51.88
0.857,0.071,0.346,-36.438,-92.651,-61.707
0.892,-0.04,0.435,-29.968,-94.177,-71.289
0.924,-0.163,0.513,-27.039,-91.553,-76.111
0.951,-0.316,0.599,-34.973,-85.083,-74.89
0.96,-0.344,0.616,-45.349,-75.928,-59.692
0.984,-0.329,0.614,-49.438,-63.965,-45.105
0.989,-0.301,0.608,-43.884,-55.115,-32.166
0.99,-0.257,0.584,-34.729,-48.218,-20.874
0.996,-0.185,0.557,-28.442,-43.152,-10.986
0.993,-0.099,0.532,-26.733,-40.588,-5.188
0.989,-0.032,0.516,-25.391,-40.283,-3.723
0.99,0,0.517,-23.682,-41.687,-6.409
0.99,0.016,0.534,-23.621,-43.213,-11.108
0.991,0.006,0.56,-24.475,-43.884,-16.479
0.996,-0.023,0.591,-24.719,-43.579,-21.973
1.001,-0.077,0.633,-24.658,-41.443,-26.245
1.013,-0.131,0.661,-23.132,-36.804,-28.32
1.014,-0.167,0.66,-19.348,-30.09,-27.954
1.005,-0.186,0.636,-13.672,-22.949,-26.123
0.996,-0.191,0.6,-8.484,-16.479,-22.827
0.978,-0.18,0.56,-4.761,-11.841,-18.86
0.961,-0.176,0.524,-2.441,-9.399,-15.198
0.946,-0.168,0.5,-1.282,-8.423,-11.23
0.935,-0.152,0.485,-3.357,-8.301,-7.263
0.924,-0.118,0.474,-7.202,-8.789,-3.906
0.919,-0.085,0.468,-10.864,-8.911,-1.953
0.911,-0.07,0.469,-11.292,-9.277,-2.014
0.903,-0.065,0.471,-11.414,-9.583,-3.601
0.9,-0.063,0.471,-11.292,-8.85,-5.493
0.896,-0.066,0.466,-10.376,-8.362,-7.507
0.894,-0.07,0.462,-8.179,-8.179,-9.094
0.891,-0.081,0.472,-5.432,-8.423,-10.315
0.902,-0.091,0.491,-2.747,-8.911,-10.986
0.905,-0.139,0.508,0.427,-8.728,-11.353
0.917,-0.151,0.522,1.16,-7.324,-9.216
0.922,-0.164,0.529,1.282,-5.249,-6.287
0.922,-0.165,0.522,1.404,-3.052,-2.991
